,id,full_name,is_active
910,76519,Charlie Davis,0
911,905,Dale Davis,0
912,1627738,Deyonta Davis,0
913,76521,Double D Davis,0
914,202334,Ed Davis,0
915,76522,Edward Davis,0
916,1023,Emanual Davis,0
917,201175,Glen Davis,0
918,76523,Harry Davis,0
919,93,Hubert Davis,0
920,76524,James Davis,0
921,76525,Jim Davis,0
922,76526,Johnny Davis,0
923,2668,Josh Davis,0
924,707,Mark Davis,0
925,76528,Mark Davis,0
926,76529,Mel Davis,0
927,76530,Michael Davis,0
928,76531,Mike Davis,0
929,76520,Monti Davis,0
930,200781,Paul Davis,0
931,76532,Ralph Davis,0
932,1729,Ricky Davis,0
933,76534,Ron Davis,0
934,1629056,Terence Davis,0
935,426,Terry Davis,0
936,1629093,Tyler Davis,0
937,76536,Walt Davis,0
938,1453,Walter Davis,0
939,203958,Andre Dawkins,0
940,76539,Darryl Dawkins,0
941,1008,Johnny Dawkins,0
942,76541,Paul Dawkins,0
943,1626183,Branden Dawson,0
944,201286,Eric Dawson,0
945,76542,Tony Dawson,0
946,103,Todd Day,0
947,201948,Austin Daye,0
948,76543,Darren Daye,0
949,201986,Nando De Colo,0
950,76545,Dave DeBusschere,0
951,692,Andrew DeClercq,0
952,76551,Nate DeLong,0
953,201942,DeMar DeRozan,0
954,76562,Hank DeZonie,0
955,76544,Greg Deane,0
956,203473,Dewayne Dedmon,0
957,76546,Archie Dees,0
958,143,Terry Dehere,0
959,76548,Red Dehnert,0
960,1626214,Bryce Dejean-Jones,0
961,1626155,Sam Dekker,0
962,219,Vinny Del Negro,0
963,1627098,Malcolm Delaney,0
964,183,Bison Dele,0
965,2568,Carlos Delfino,0
966,1629116,Angel Delgado,0
967,960,Tony Delk,0
968,203521,Matthew Dellavedova,0
969,76552,Fennis Dembo,0
970,76553,Larry Demic,0
971,725,Dell Demps,0
972,76555,George Dempsey,0
973,2736,Luol Deng,0
974,76556,Kenny Dennard,0
975,76557,Blaine Denning,0
976,202458,Justin Dentmon,0
977,76558,Randy Denton,0
978,76559,Rod Derline,0
979,1629094,Marcus Derrickson,0
980,76560,Dave Deutsch,0
981,76561,Walter Devlin,0
982,76568,Ernie DiGregorio,0
983,1628978,Donte DiVincenzo,0
984,1760,Derrick Dial,0
985,1627767,Cheick Diallo,0
986,1628977,Hamidou Diallo,0
987,2564,Boris Diaw,0
988,200821,Yakhouba Diawara,0
989,200799,Guillermo Diaz,0
990,2424,Dan Dickau,0
991,2079,Kaniel Dickens,0
992,76563,Henry Dickerson,0
993,1722,Michael Dickerson,0
994,76564,Derrek Dickey,0
995,76565,Dick Dickey,0
996,101143,Travis Diener,0
997,203476,Gorgui Dieng,0
998,76566,Connie Dierking,0
999,76567,Coby Dietrick,0
1000,76569,Mickey Dillard,0
1001,76570,Bob Dille,0
1002,76571,John Dillon,0
1003,76574,Byron Dinkins,0
1004,76575,Jackie Dinkins,0
1005,76576,Bill Dinwiddie,0
1006,203915,Spencer Dinwiddie,0
1007,101113,Ike Diogu,0
1008,2205,DeSagana Diop,0
1009,76577,Terry Dischinger,0
1010,76578,Fred Diute,0
1011,124,Vlade Divac,0
1012,2413,Juan Dixon,0
1013,1059,Aleksandar Djordjevic,0
1014,76580,Earl Dodd,0
1015,1720,Michael Doleac,0
1016,76581,Joe Dolhon,0
1017,76582,Bob Doll,0
1018,76583,James Donaldson,0
1019,1629029,Luka Doncic,0
1020,76584,Bob Donham,0
1021,76586,Billy Donovan,0
1022,76585,Harry Donovan,0
1023,2039,Keyon Dooling,0
1024,76587,Jacky Dorsey,0
1025,201595,Joey Dorsey,0
1026,1628416,Tyler Dorsey,0
1027,1629652,Luguentz Dort,0
1028,1628422,Damyean Dotson,0
1029,200763,Quincy Douby,0
1030,76588,Bruce Douglas,0
1031,76589,John Douglas,0
1032,76590,Leon Douglas,0
1033,428,Sherman Douglas,0
1034,201962,Toney Douglas,0
1035,201604,Chris Douglas-Roberts,0
1036,1629635,Sekou Doumbouya,0
1037,76592,Lloyd Dove,0
1038,202220,Zabian Dowdell,0
1039,76593,Bill Downey,0
1040,76594,Steve Downing,0
1041,76595,Danny Doyle,0
1042,1628495,Milton Doyle,0
1043,1628408,PJ Dozier,0
1044,76596,Terry Dozier,0
1045,201609,Goran Dragic,0
1046,204054,Zoran Dragic,0
1047,1068,Greg Dreiling,0
1048,1724,Bryce Drew,0
1049,76598,John Drew,0
1050,76599,Larry Drew,0
1051,203580,Larry Drew II,0
1052,17,Clyde Drexler,0
1053,1041,Nate Driggers,0
1054,76603,Terry Driscoll,0
1055,1542,Predrag Drobnjak,0
1056,76604,Ralph Drollinger,0
1057,203083,Andre Drummond,0
1058,76623,Dennis DuVal,0
1059,76605,Dick Duckett,0
1060,404,Kevin Duckworth,0
1061,76607,Charles Dudley,0
1062,201,Chris Dudley,0
1063,201162,Jared Dudley,0
1064,76608,Terry Duerod,0
1065,76609,Bob Duffy,0
1066,76610,Bob Duffy,0
1067,2768,Chris Duhon,0
1068,1626251,Duje Dukan,0
1069,76611,Walter Dukes,0
1070,247,Joe Dumars,0
1071,30,Richard Dumas,0
1072,434,Tony Dumas,0
1073,76615,Andy Duncan,0
1074,1495,Tim Duncan,0
1075,2399,Mike Dunleavy,0
1076,76616,Mike Dunleavy,0
1077,1627739,Kris Dunn,0
1078,76617,Pat Dunn,0
1079,76618,T.R. Dunn,0
1080,2648,Ronald Dupree,0
1081,201142,Kevin Durant,0
1082,76619,John Duren,0
1083,1090,Pat Durham,0
1084,76621,Devin Durrant,0
1085,76622,Ken Durrett,0
1086,1628979,Trevon Duval,0
1087,76624,Jack Dwan,0
1088,76625,Craig Dykema,0
1089,76626,Gene Dyker,0
1090,202406,Jerome Dyson,0
1091,289,Ledell Eackles,0
1092,76628,Jim Eakins,0
1093,768,Acie Earl,0
1094,76630,Ed Earle,0
1095,203921,Cleanthony Early,0
1096,76631,Mark Eaton,0
1097,76632,Jerry Eaves,0
1098,202365,Devin Ebanks,0
1099,76633,Bill Ebben,0
1100,76634,Al Eberhard,0
1101,2569,Ndudi Ebi,0
1102,204067,Jarell Eddie,0
1103,76635,Patrick Eddie,0
1104,76636,Thomas Eddleman,0
1105,76637,Kent Edelin,0
1106,76638,Keith Edmonson,0
1107,721,Tyus Edney,0
1108,76646,Bill Edwards,0
1109,898,Blue Edwards,0
1110,1629035,Carsen Edwards,0
1111,2451,Corsley Edwards,0
1112,346,Doug Edwards,0
1113,76641,Franklin Edwards,0
1114,229,James Edwards,0
1115,76643,Jay Edwards,0
1116,2823,John Edwards,0
1117,236,Kevin Edwards,0
1118,202197,Shane Edwards,0
1119,1629053,Vincent Edwards,0
1120,76647,Johnny Egan,0
1121,76648,Lonnie Eggleston,0
1122,76649,Eddie Ehlers,0
1123,378,Craig Ehlo,0
1124,76651,Dick Eichhorst,0
1125,458,Howard Eisley,0
1126,1918,Obinna Ekezie,0
1127,2064,Khalid El-Amin,0
1128,76653,Don Eliason,0
1129,53,Mario Elie,0
1130,76655,Ray Ellefson,0
1131,1627740,Henry Ellenson,0
1132,201961,Wayne Ellington,0
1133,76656,Bob Elliott,0
1134,251,Sean Elliott,0
1135,76658,Alexander Ellis,0
1136,76664,Bo Ellis,0
1137,107,Dale Ellis,0
1138,1677,Harold Ellis,0
1139,76661,Joe Ellis,0
1140,111,LaPhonso Ellis,0
1141,1034,LeRon Ellis,0
1142,76663,Leroy Ellis,0
1143,101145,Monta Ellis,0
1144,442,Pervis Ellison,0
1145,600010,Len Elmore,0
1146,1922,Francisco Elson,0
1147,76667,Darrell Elston,0
1148,2408,Melvin Ely,0
1149,203954,Joel Embiid,0
1150,76668,Wayne Embry,0
1151,2765,Andre Emmett,0
1152,76669,Ned Endress,0
1153,76670,Chris Engler,0
1154,76671,Wayne Englestad,0
1155,76672,A.J. English,0
1156,76673,Alex English,0
1157,76674,Claude English,0
1158,76676,Jojo English,0
1159,203119,Kim English,0
1160,76675,Scott English,0
1161,76677,Gene Englund,0
1162,203898,Tyler Ennis,0
1163,203516,James Ennis III,0
1164,76678,Ray Epps,0
1165,201623,Semih Erden,0
1166,76679,Bo Erias,0
1167,76680,Keith Erickson,0
1168,76681,Julius Erving,0
1169,1915,Evan Eschmeyer,0
1170,76682,Jack Eskridge,0
1171,76683,Vincenzo Esposito,0
1172,1629234,Drew Eubanks,0
1173,76687,Bob Evans,0
1174,967,Brian Evans,0
1175,76685,Earl Evans,0
1176,1628980,Jacob Evans,0
1177,1628393,Jawun Evans,0
1178,202379,Jeremy Evans,0
1179,2230,Maurice Evans,0
1180,76686,Mike Evans,0
1181,2501,Reggie Evans,0
1182,201936,Tyreke Evans,0
1183,101137,Daniel Ewing,0
1184,121,Patrick Ewing,0
1185,201607,Patrick Ewing,0
1186,203957,Dante Exum,0
1187,201963,Christian Eyenga,0
1188,203105,Festus Ezeli,0
1189,76689,Johnny Ezersky,0
1190,76690,Joe Fabel,0
1191,76691,John Fairchild,0
1192,1629605,Tacko Fall,0
1193,76692,Phil Farbman,0
1194,202702,Kenneth Faried,0
1195,76693,Dick Farley,0
1196,200770,Jordan Farmar,0
1197,2824,Desmon Farmer,0
1198,76695,Jim Farmer,0
1199,76694,Mike Farmer,0
1200,1108,Tony Farmer,0
1201,76696,Bob Faught,0
1202,203543,Vitor Faverani,0
1203,202324,Derrick Favors,0
1204,201174,Nick Fazekas,0
1205,76697,Dave Fedor,0
1206,76698,Bob Feerick,0
1207,76699,Butch Feher,0
1208,994,Jamie Feick,0
1209,76701,Ron Feiereisel,0
1210,76702,George Feigenbaum,0
1211,76703,Dave Feitl,0
1212,1627770,Kay Felder,0
1213,1626245,Cristiano Felicio,0
1214,203467,Carrick Felix,0
1215,101230,Noel Felix,0
1216,76704,Ray Felix,0
1217,101109,Raymond Felton,0
1218,76705,Jake Fendley,0
1219,76706,Bill Fenley,0
1220,2724,Desmond Ferguson,0
1221,1628390,Terrance Ferguson,0
1222,201164,Rudy Fernandez,0
1223,1628981,Bruno Fernando,0
1224,76707,Eric Fernsten,0
1225,76708,Al Ferrari,0
1226,76709,Rolando Ferreira,0
1227,273,Duane Ferrell,0
1228,1627812,Yogi Ferrell,0
1229,76711,Arnie Ferrin,0
1230,76712,Bob Ferry,0
1231,198,Danny Ferry,0
1232,201178,Kyrylo Fesenko,0
1233,76713,Kenny Fields,0
1234,202361,Landry Fields,0
1235,76714,Ron Filipek,0
1236,76715,Greg Fillmore,0
1237,76716,Hank Finkel,0
1238,714,Michael Finley,0
1239,76717,Danny Finn,0
1240,1627827,Dorian Finney-Smith,0
1241,900,Matt Fish,0
1242,965,Derek Fisher,0
1243,2809,Gerald Fitch,0
1244,76720,Bob Fitzgerald,0
1245,76719,Dick Fitzgerald,0
1246,2033,Marcus Fizer,0
1247,76721,Jerry Fleishman,0
1248,76722,Al Fleming,0
1249,76723,Ed Fleming,0
1250,313,Vern Fleming,0
1251,2784,Luis Flores,0
1252,76725,Bruce Flowers,0
1253,76726,Sleepy Floyd,0
1254,201938,Jonny Flynn,0
1255,76727,Mike Flynn,0
1256,76728,Larry Fogle,0
1257,76729,Jack Foley,0
1258,1829,Ike Fontaine,0
1259,76731,Levi Fontaine,0
1260,202880,Jeff Foote,0
1261,1627854,Bryn Forbes,0
1262,201814,Gary Forbes,0
1263,76732,Alphonso Ford,0
1264,2228,Alton Ford,0
1265,76733,Chris Ford,0
1266,76734,Don Ford,0
1267,76735,Jake Ford,0
1268,76736,Phil Ford,0
1269,101213,Sharrod Ford,0
1270,726,Sherell Ford,0
1271,2551,T.J. Ford,0
1272,76738,Donnie Forman,0
1273,76739,Bayard Forrest,0
1274,2218,Joseph Forte,0
1275,202622,Courtney Fortson,0
1276,1504,Danny Fortson,0
1277,76740,Fred Foster,0
1278,323,Greg Foster,0
1279,1902,Jeff Foster,0
1280,76742,Rod Foster,0
1281,2238,Antonis Fotsis,0
1282,203095,Evan Fournier,0
1283,76744,Larry Foust,0
1284,76745,Jerry Fowler,0
1285,1762,Tremaine Fowlkes,0
1286,1628368,De'Aaron Fox,0
1287,76746,Harold Fox,0
1288,76747,Jim Fox,0
1289,296,Rick Fox,0
1290,200751,Randy Foye,0
1291,1502,Adonal Foyle,0
1292,2499,Richie Frahm,0
1293,1883,Steve Francis,0
1294,76748,Tellis Frank,0
1295,76749,Nat Frankel,0
1296,203479,Jamaal Franklin,0
1297,1626187,Michael Frazier,0
1298,204025,Tim Frazier,0
1299,76750,Walt Frazier,0
1300,76751,Will Frazier,0
1301,1628982,Melvin Frazier Jr.,0
1302,76752,Anthony Frederick,0
1303,202690,Jimmer Fredette,0
1304,76753,World Free,0
1305,200777,Joel Freeland,0
1306,76754,Donnie Freeman,0
1307,76755,Gary Freeman,0
1308,76756,Rod Freeman,0
1309,2782,Matt Freije,0
1310,76757,Frido Frey,0
1311,76758,Larry Friend,0
1312,76759,Pat Frink,0
1313,76760,Jim Fritsche,0
1314,101112,Channing Frye,0
1315,76761,Bernie Fryer,0
1316,76762,Frank Fucarino,0
1317,76763,Herm Fuetsch,0
1318,76764,Joe Fulks,0
1319,2673,Hiram Fuller,0
1320,957,Todd Fuller,0
1321,76765,Tony Fuller,0
1322,1628365,Markelle Fultz,0
1323,1444,Lawrence Funderburke,0
1324,76767,Terry Furlow,0
1325,76768,Billy Gabor,0
1326,1629117,Wenyen Gabriel,0
1327,2429,Dan Gadzuric,0
1328,202070,Tony Gaffney,0
1329,1629655,Daniel Gafford,0
1330,101184,Deng Gai,0
1331,76769,Elmer R. Gainer,0
1332,76770,Corey Gaines,0
1333,2558,Reece Gaines,0
1334,202178,Sundiata Gaines,0
1335,76771,Mike Gale,0
1336,76772,Chad Gallagher,0
1337,76773,Harry Gallatin,0
1338,201568,Danilo Gallinari,0
1339,204038,Langston Galloway,0
1340,76774,Dave Gambee,0
1341,333,Kevin Gamble,0
1342,76776,Bob Gantt,0
1343,200816,Jorge Garbajosa,0
1344,2092,Ruben Garces,0
1345,2682,Alex Garcia,0
1346,101128,Francisco Garcia,0
1347,76778,Earl Gardner,0
1348,201242,Thomas Gardner,0
1349,76779,Vern Gardner,0
1350,76780,Jack Garfinkel,0
1351,1627868,Patricio Garino,0
1352,1629636,Darius Garland,0
1353,76781,Gary Garland,0
1354,76782,Winston Garland,0
1355,76783,Dick Garmaker,0
1356,1612,Chris Garner,0
1357,76785,Bill Garnett,0
1358,708,Kevin Garnett,0
1359,1831,Marlon Garnett,0
1360,1628656,Billy Garrett,0
1361,76786,Calvin Garrett,0
1362,1051,Dean Garrett,0
1363,203197,Diante Garrett,0
1364,76788,Eldo Garrett,0
1365,76789,Rowland Garrett,0
1366,76790,Tom Garrick,0
1367,76791,John Garris,0
1368,1619,Kiwane Garris,0
1369,1727,Pat Garrity,0
1370,76793,Jim Garvin,0
1371,201188,Marc Gasol,0
1372,2200,Pau Gasol,0
1373,76794,Frank Gates,0
1374,423,Chris Gatling,0
1375,930,Kenny Gattison,0
1376,200752,Rudy Gay,0
1377,76797,Ed Gayda,0
1378,1845,Andrew Gaze,0
1379,1627771,Michael Gbinije,0
1380,1002,Reggie Geary,0
1381,202087,Alonzo Gee,0
1382,761,Matt Geiger,0
1383,101153,Mickael Gelabale,0
1384,1904,Devean George,0
1385,76800,Jack George,0
1386,202331,Paul George,0
1387,76801,Tate George,0
1388,1627875,Marcus Georges-Hunt,0
1389,76802,Gus Gerard,0
1390,76803,Derrick Gervin,0
1391,76804,George Gervin,0
1392,76805,Gorham Getchell,0
1393,76806,John Gianelli,0
1394,76807,Dick Gibbs,0
1395,200789,Daniel Gibson,0
1396,76808,Dee Gibson,0
1397,1626780,Jonathan Gibson,0
1398,76809,Mel Gibson,0
1399,76810,Mike Gibson,0
1400,201959,Taj Gibson,0
1401,76811,Ward Gibson,0
1402,201592,J.R. Giddens,0
1403,201821,Trey Gilder,0
1404,1628385,Harry Giles III,0
1405,1628983,Shai Gilgeous-Alexander,0
1406,2109,Eddie Gill,0
1407,383,Kendall Gill,0
1408,76812,Ben Gillery,0
1409,76813,Gene Gillette,0
1410,288,Armen Gilliam,0
1411,76815,Herm Gilliam,0
1412,600014,Artis Gilmore,0
1413,76817,Walt Gilmore,0
1414,76818,Chuck Gilmur,0
1415,1938,Manu Ginobili,0
1416,1921,Gordan Giricek,0
1417,76819,Jack Givens,0
1418,202148,Mickell Gladness,0
1419,76820,George Glamack,0
1420,76821,Gerald Glass,0
1421,76822,Mike Glenn,0
1422,76823,Norman Glick,0
1423,76824,Georgi Glouchkov,0
1424,76825,Clarence Glover,0
1425,1901,Dion Glover,0
1426,2601,Andreas Glyniadakis,0
1427,76826,Mike Gminski,0
1428,203497,Rudy Gobert,0
1429,76827,Dan Godfread,0
1430,76828,Tom Gola,0
1431,76829,Ben Goldfaden,0
1432,924,Anthony Goldwire,0
1433,101155,Ryan Gomes,0
1434,76830,Glen Gondrezick,0
1435,76831,Grant Gondrezick,0
1436,2400,Drew Gooden,0
1437,76832,Gail Goodrich,0
1438,1864,Steve Goodrich,0
1439,203462,Archie Goodwin,0
1440,1629164,Brandon Goodwin,0
1441,76833,Wilfred Goodwin,0
1442,203932,Aaron Gordon,0
1443,2732,Ben Gordon,0
1444,204079,Drew Gordon,0
1445,201569,Eric Gordon,0
1446,76834,Lancaster Gordon,0
1447,76835,Paul Gordon,0
1448,101162,Marcin Gortat,0
1449,76836,Leo Gottlieb,0
1450,202726,Andrew Goudelock,0
1451,76837,Bato Govedarica,0
1452,76838,Joe Graboski,0
1453,76839,Ricky Grace,0
1454,1628984,Devonte' Graham,0
1455,37,Greg Graham,0
1456,101121,Joey Graham,0
1457,76843,Mal Graham,0
1458,76841,Orlando Graham,0
1459,76842,Paul Graham,0
1460,101211,Stephen Graham,0
1461,1626203,Treveon Graham,0
1462,76844,Jim Grandholm,0
1463,97,Ronnie Grandison,0
1464,101122,Danny Granger,0
1465,76847,Stewart Granger,0
1466,258,Brian Grant,0
1467,76850,Bud Grant,0
1468,202,Gary Grant,0
1469,285,Greg Grant,0
1470,265,Harvey Grant,0
1471,270,Horace Grant,0
1472,203924,Jerami Grant,0
1473,1626170,Jerian Grant,0
1474,76852,Josh Grant,0
1475,1514,Paul Grant,0
1476,76853,Travis Grant,0
1477,1629055,Donte Grantham,0
1478,76854,Don Grate,0
1479,76855,Butch Graves,0
1480,201189,Aaron Gray,0
1481,1070,Devin Gray,0
1482,1516,Ed Gray,0
1483,1026,Evric Gray,0
1484,76859,Gary Gray,0
1485,1627982,Josh Gray,0
1486,76860,Leonard Gray,0
1487,76861,Stuart Gray,0
1488,76862,Sylvester Gray,0
1489,76863,Wyndol Gray,0
1490,81,Jeff Grayer,0
1491,76865,Bob Greacen,0
1492,920,A.C. Green,0
1493,201980,Danny Green,0
1494,101209,Devin Green,0
1495,203110,Draymond Green,0
1496,203475,Erick Green,0
1497,101123,Gerald Green,0
1498,203210,JaMychal Green,0
1499,1629750,Javonte Green,0
1500,201145,Jeff Green,0
1501,76867,Johnny Green,0
1502,76868,Ken Green,0
1503,76869,Kenny Green,0
1504,600011,Lamar Green,0
1505,1036,Litterial Green,0
1506,76872,Luther Green,0
1507,76873,Mike Green,0
1508,76874,Rickey Green,0
1509,76875,Sean Green,0
1510,76877,Si Green,0
1511,76876,Sidney Green,0
1512,76878,Steve Green,0
1513,201192,Taurean Green,0
1514,76879,Tommy Green,0
1515,2584,Willie Green,0
1516,201590,Donte Greene,0
1517,101158,Orien Greene,0
1518,76880,Jerry Greenspan,0
1519,76881,David Greenwood,0
1520,76882,Hal Greer,0
1521,2696,Lynn Greer,0
1522,76883,Gary Gregor,0
1523,76884,Claude Gregory,0
1524,76885,John Greig,0
1525,76886,Norm Grekin,0
1526,76887,Kevin Grevey,0
1527,1559,Adrian Griffin,0
1528,201933,Blake Griffin,0
1529,2204,Eddie Griffin,0
1530,76888,Greg Griffin,0
1531,76889,Paul Griffin,0
1532,201981,Taylor Griffin,0
1533,76890,Darrell Griffith,0
1534,76891,Chuck Grigsby,0
1535,1575,Derek Grimm,0
1536,76893,George Grimshaw,0
1537,76894,Dick Groat,0
1538,76895,Bob Gross,0
1539,76896,Jerry Grote,0
1540,76897,Alex Groza,0
1541,101219,Anthony Grundy,0
1542,76899,Ernie Grunfeld,0
1543,76900,Gene Guarilia,0
1544,76901,Petur Gudmundsson,0
1545,1629741,Marko Guduric,0
1546,76902,Richie Guerin,0
1547,339,Tom Gugliotta,0
1548,76903,Andres Guibert,0
1549,76904,Jay Guidinger,0
1550,76905,Coulby Gunther,0
1551,76906,Dave Gunther,0
1552,76907,Al Guokas,0
1553,76908,Matt Guokas,0
1554,76909,Matt Guokas,0
1555,203268,Jorge Gutierrez,0
1556,1629657,Kyle Guy,0
1557,2062,A.J. Guyton,0
1558,2775,Ha Seung-jin,0
1559,1629060,Rui Hachimura,0
1560,76910,Rudy Hackett,0
1561,201632,Hamed Haddadi,0
1562,76911,Scott Haffner,0
1563,76912,Cliff Hagan,0
1564,76913,Glenn Hagan,0
1565,76914,Bob Hahn,0
1566,76915,Al Hairston,0
1567,76916,Happy Hairston,0
1568,76917,Lindsay Hairston,0
1569,201612,Malik Hairston,0
1570,203798,PJ Hairston,0
1571,2409,Marcus Haislip,0
1572,76918,Chuck Halbert,0
1573,76919,Harvey Halbrook,0
1574,76920,Bruce Hale,0
1575,917,Jack Haley,0
1576,76922,Shaler Halimon,0
1577,1628985,Devon Hall,0
1578,200837,Mike Hall,0
1579,76923,Jeff Halliburton,0
1580,1032,Darvin Ham,0
1581,984,Steve Hamer,0
1582,76925,Dale Hamilton,0
1583,1627772,Daniel Hamilton,0
1584,76926,Dennis Hamilton,0
1585,202706,Jordan Hamilton,0
1586,203120,Justin Hamilton,0
1587,76927,Ralph Hamilton,0
1588,1888,Richard Hamilton,0
1589,76928,Roylee Hamilton,0
1590,76929,Steve Hamilton,0
1591,2347,Tang Hamilton,0
1592,676,Thomas Hamilton,0
1593,1985,Zendon Hamilton,0
1594,903,Geert Hammink,0
1595,67,Tom Hammonds,0
1596,1627773,AJ Hammons,0
1597,241,Darrin Hancock,0
1598,1052,Ben Handlogten,0
1599,76935,Cecil Hankins,0
1600,76936,Phil Hankinson,0
1601,1628605,Dusty Hannahs,0
1602,76937,Alex Hannum,0
1603,76938,Don Hanrahan,0
1604,76939,Rollen Hans,0
1605,203162,Ben Hansbrough,0
1606,201946,Tyler Hansbrough,0
1607,76942,Bob Hansen,0
1608,76940,Glenn Hansen,0
1609,76941,Lars Hansen,0
1610,2580,Travis Hansen,0
1611,1682,Reggie Hanson,0
1612,76944,Bill Hanzlik,0
1613,202376,Luke Harangody,0
1614,358,Anfernee Hardaway,0
1615,896,Tim Hardaway,0
1616,203501,Tim Hardaway Jr.,0
1617,201935,James Harden,0
1618,76945,Reggie Harding,0
1619,76946,Charlie Hardnett,0
1620,76947,Alan Hardy,0
1621,76948,James Hardy,0
1622,76949,John Hargis,0
1623,203090,Maurice Harkless,0
1624,76950,Jerry Harkness,0
1625,76951,Skip Harlicka,0
1626,76952,Jerome Harmon,0
1627,157,Derek Harper,0
1628,1629607,Jared Harper,0
1629,202712,Justin Harper,0
1630,76954,Mike Harper,0
1631,166,Ron Harper,0
1632,1723,Matt Harpring,0
1633,1626149,Montrezl Harrell,0
1634,202725,Josh Harrellson,0
1635,2492,Adam Harrington,0
1636,1733,Al Harrington,0
1637,2454,Junior Harrington,0
1638,970,Othella Harrington,0
1639,76956,Art Harris,0
1640,76957,Bernie Harris,0
1641,76959,Bob Harris,0
1642,76958,Chris Harris,0
1643,2734,Devin Harris,0
1644,203548,Elias Harris,0
1645,203914,Gary Harris,0
1646,203925,Joe Harris,0
1647,446,Lucious Harris,0
1648,202412,Manny Harris,0
1649,200839,Mike Harris,0
1650,76960,Steve Harris,0
1651,202227,Terrel Harris,0
1652,202699,Tobias Harris,0
1653,76961,Tony Harris,0
1654,1626151,Aaron Harrison,0
1655,1626150,Andrew Harrison,0
1656,76962,Bob Harrison,0
1657,2758,David Harrison,0
1658,1627885,Shaquille Harrison,0
1659,2078,Jason Hart,0
1660,1628404,Josh Hart,0
1661,1628392,Isaiah Hartenstein,0
1662,176,Antonio Harvey,0
1663,2051,Donnell Harvey,0
1664,202238,Kenny Hasbrouck,0
1665,321,Scott Haskin,0
1666,76965,Clem Haskins,0
1667,2617,Udonis Haslem,0
1668,2239,Trenton Hassell,0
1669,76967,Billy Hassett,0
1670,76966,Joey Hassett,0
1671,76968,Scott Hastings,0
1672,2213,Kirk Haston,0
1673,76969,Vern Hatton,0
1674,76970,John Havlicek,0
1675,201150,Spencer Hawes,0
1676,76971,Steve Hawes,0
1677,76972,Connie Hawkins,0
1678,765,Hersey Hawkins,0
1679,1038,Juaquin Hawkins,0
1680,76974,Marshall Hawkins,0
1681,1138,Michael Hawkins,0
1682,76975,Robert Hawkins,0
1683,76977,Tom Hawkins,0
1684,76978,Nate Hawthorne,0
1685,101236,Chuck Hayes,0
1686,76979,Elvin Hayes,0
1687,2553,Jarvis Hayes,0
1688,1629637,Jaxson Hayes,0
1689,1628502,Nigel Hayes,0
1690,76980,Steve Hayes,0
1691,202330,Gordon Hayward,0
1692,202351,Lazar Hayward,0
1693,2217,Brendan Haywood,0
1694,76981,Spencer Haywood,0
1695,76982,John W. Hazen,0
1696,76983,Walt Hazzard,0
1697,101129,Luther Head,0
1698,1049,Shane Heal,0
1699,76984,Brian Heaney,0
1700,76985,Garfield Heard,0
1701,203687,Reggie Hearn,0
1702,76986,Herm Hedderick,0
1703,76987,Alvin Heggs,0
1704,76988,Tom Heinsohn,0
1705,76989,Dick Hemric,0
1706,673,Alan Henderson,0
1707,1538,Cedric Henderson,0
1708,76990,Cedric Henderson,0
1709,76991,Dave Henderson,0
1710,76993,Gerald Henderson,0
1711,201945,Gerald Henderson,0
1712,1764,J.R. Henderson,0
1713,76992,Jerome Henderson,0
1714,76994,Kevin Henderson,0
1715,76996,Tom Henderson,0
1716,971,Mark Hendrickson,0
1717,76998,Larry Hennessy,0
1718,76999,Don Henriksen,0
1719,77000,Al Henry,0
1720,77004,Bill Henry,0
1721,77001,Carl Henry,0
1722,77002,Conner Henry,0
1723,1627988,Myke Henry,0
1724,77003,Skeeter Henry,0
1725,202333,Xavier Henry,0
1726,203089,John Henson,0
1727,1667,Steve Henson,0
1728,77006,Bill Herman,0
1729,77007,Clarence Hermsen,0
1730,1629608,Dewan Hernandez,0
1731,1627823,Juancho Hernangomez,0
1732,1626195,Willy Hernangomez,0
1733,1914,Chris Herren,0
1734,61,Carl Herrera,0
1735,200835,Walter Herrmann,0
1736,1629639,Tyler Herro,0
1737,77010,Keith Herron,0
1738,77011,Sidney Hertzberg,0
1739,1628987,Kevin Hervey,0
1740,77012,Fred Hetzel,0
1741,77013,Bill Hewitt,0
1742,77014,Jack Hewson,0
1743,77015,Art Heyman,0
1744,1626209,Mario Hezonja,0
1745,201579,Roy Hibbert,0
1746,77016,Matthew Hickey,0
1747,1628439,Isaiah Hicks,0
1748,77017,Phil Hicks,0
1749,201581,JJ Hickson,0
1750,1627741,Buddy Hield,0
1751,202809,Cory Higgins,0
1752,1848,Mike Higgins,0
1753,77019,Rod Higgins,0
1754,925,Sean Higgins,0
1755,77021,Kenny Higgs,0
1756,77022,Johnny High,0
1757,1629312,Haywood Highsmith,0
1758,77023,Wayne Hightower,0
1759,77024,Armond Hill,0
1760,77025,Cleo Hill,0
1761,77026,Gary Hill,0
1762,201588,George Hill,0
1763,255,Grant Hill,0
1764,201195,Herbert Hill,0
1765,201941,Jordan Hill,0
1766,203524,Solomon Hill,0
1767,201631,Steven Hill,0
1768,238,Tyrone Hill,0
1769,77027,Art Hillhouse,0
1770,1626199,Darrun Hilliard,0
1771,77028,Darnell Hillman,0
1772,77029,Fred Hilton,0
